COW_code,COW_name,start_year,end_year,link_type,sovereign_COW_code
7030,Khiva,1816,1873,Sovereign (unrecognized),
7030,Khiva,1873,1920,Became protectorate of,365
7030,Khiva,1920,1991,Became part of,365
7030,Khiva,1991,2020,Became part of,701
7030,Khiva,1991,2020,Became part of,704
7030,Khiva,1991,2020,Became part of,705
7031,Karakalpakstan,1816,1873,Became part of,7030
7031,Karakalpakstan,1873,1936,Became part of,365
7031,Karakalpakstan,1936,1991,Became part of,704
7031,Karakalpakstan,1991,2020,Became dependency of,704
7040,Kazakh Lesser Horde,1816,1824,Became protectorate of,365
7040,Kazakh Lesser Horde,1824,1991,Became part of,365
7040,Kazakh Lesser Horde,1991,2020,Became part of,705
7050,Kazakh Middle Horde,1816,1822,Became protectorate of,365
7050,Kazakh Middle Horde,1822,1991,Became part of,365
7050,Kazakh Middle Horde,1991,2020,Became part of,705
7060,Kazakh Horde of Bukey,1816,1845,Unknown,
7060,Kazakh Horde of Bukey,1845,1991,Became part of,365
7060,Kazakh Horde of Bukey,1991,2020,Became part of,705
7070,Kazakh Greater Horde,1816,1848,Became protectorate of,365
7070,Kazakh Greater Horde,1848,1991,Became part of,365
7070,Kazakh Greater Horde,1991,2020,Became part of,705
7100,Spratley Is.,1816,1933,Became discovered,
7100,Spratley Is.,1933,1939,Occupied by,220
7100,Spratley Is.,1940,1945,Occupied by,740
7100,Spratley Is.,1949,2020,Occupied by,713
7100,Spratley Is.,1949,1988,Claimed by,710
7100,Spratley Is.,1954,1975,Claimed by,816
7100,Spratley Is.,1954,1974,Claimed by,817
7100,Spratley Is.,1965,2020,Occupied by,820
7100,Spratley Is.,1974,1975,Occupied by,817
7100,Spratley Is.,1975,2020,Occupied by,815
7100,Spratley Is.,1976,2020,Occupied by,840
7100,Spratley Is.,1985,2020,Claimed by,835
7100,Spratley Is.,1988,2020,Occupied by,710
7101,Ping-nan,1816,1855,Became part of,710
7101,Ping-nan,1855,1873,Unknown,
7101,Ping-nan,1873,2020,Became part of,710
7102,Jungaria,1816,1863,Became part of,710
7102,Jungaria,1863,1876,Unknown,
7102,Jungaria,1876,2020,Became part of,710
7103,Kashgar,1816,1863,Became part of,710
7103,Kashgar,1863,1878,Unknown,
7103,Kashgar,1878,2020,Became part of,710
7104,Kwangtung Territory (Leased),1816,1898,Became part of,710
7104,Kwangtung Territory (Leased),1898,1905,Leased to,365
7104,Kwangtung Territory (Leased),1905,1945,Leased to,740
7104,Kwangtung Territory (Leased),1945,1950,Leased to,365
7104,Kwangtung Territory (Leased),1950,2020,Became part of,710
7105,Weihaiwei,1816,1898,Became part of,710
7105,Weihaiwei,1898,1930,Leased to,200
7105,Weihaiwei,1930,1945,Became part of,713
7105,Weihaiwei,1945,2020,Became part of,710
7106,Tientsin,1816,1860,Became part of,710
7106,Tientsin,1860,1937,Leased to,9998
7106,Tientsin,1937,1945,Occupied by,740
7106,Tientsin,1945,1949,Unknown,
7106,Tientsin,1949,2020,Became part of,710
7107,Anhwei-Fukien,1816,1917,Became part of,710
7107,Anhwei-Fukien,1920,1928,Became part of,7111
7108,Yangtze Valley,1816,1917,Became part of,710
7108,Yangtze Valley,1928,2020,Became part of,710
7109,Yunnan,1816,1917,Became part of,710
7109,Yunnan,1928,2020,Became part of,710
7110,Kwanchowan,1816,1898,Became part of,710
7110,Kwanchowan,1898,1943,Leased to,220
7110,Kwanchowan,1898,1946,Became part of,810
7110,Kwanchowan,1943,1945,Occupied by,740
7110,Kwanchowan,1945,1946,Leased to,220
7110,Kwanchowan,1946,2020,Became part of,710
7111,Manchuria,1816,1900,Became part of,710
7111,Manchuria,1900,1907,Occupied by,365
7111,Manchuria,1907,1917,Became part of,710
7111,Manchuria,1905,1932,Occupied by,740
7111,Manchuria,1932,1945,Became part of,711
7111,Manchuria,1945,2020,Became part of,710
7112,Szechwan (Sichuan),1816,1912,Became part of,710
7112,Szechwan (Sichuan),1912,1949,Became part of,713
7112,Szechwan (Sichuan),1949,2020,Became part of,710
7113,Chinghai (Tsinghai),1816,1928,Became part of,710
7113,Chinghai (Tsinghai),1928,1950,Became part of,713
7113,Chinghai (Tsinghai),1950,2020,Became part of,710
7114,Xinjiang (Sinkiang),1816,1937,Became part of,710
7114,Xinjiang (Sinkiang),1937,1949,Occupied by,365
7114,Xinjiang (Sinkiang),1949,1955,Became part of,710
7114,Xinjiang (Sinkiang),1955,2020,Became dependency of,710
7115,Provisional Government of the Republic of China,1937,1940,Occupied by,740
7115,Provisional Government of the Republic of China,1940,1945,Became part of,7117
7116,Reformed Government of China,1938,1940,Occupied by,740
7116,Reformed Government of China,1940,1945,Became part of,7117
7117,Reorganized National Government of the Republic of China,1940,1945,Occupied by,740
7118,Ningxia,1816,1958,Became part of,710
7118,Ningxia,1958,2020,Became dependency of,710
7121,Inner Mongolia,1816,1937,Became part of,710
7121,Inner Mongolia,1937,1945,Occupied by,740
7121,Inner Mongolia,1945,1947,Became part of,710
7121,Inner Mongolia,1947,2020,Became dependency of,710
7131,Diaoyu (Senkaku) Is.,1816,1895,Became discovered,
7131,Diaoyu (Senkaku) Is.,1895,1945,Occupied by,740
7131,Diaoyu (Senkaku) Is.,1945,1972,Occupied by,2
7131,Diaoyu (Senkaku) Is.,1972,2020,Became possession of,740
7131,Diaoyu (Senkaku) Is.,1972,2020,Claimed by,713
7131,Diaoyu (Senkaku) Is.,1972,2020,Claimed by,710
7220,Kiauchau,1816,1898,Became part of,710
7220,Kiauchau,1898,1914,Leased to,255
7220,Kiauchau,1914,1922,Occupied by,740
7220,Kiauchau,1922,2020,Became part of,710
7301,Port Hamilton (Komundo),1816,1885,Became part of,730
7301,Port Hamilton (Komundo),1885,1887,Occupied by,200
7301,Port Hamilton (Komundo),1887,1905,Became part of,730
7302,Kaesong,1816,1945,Became part of,730
7302,Kaesong,1945,1953,Became part of,732
7302,Kaesong,1953,2020,Became dependency of,731
7311,Sinuiju,1816,1948,Became part of,730
7311,Sinuiju,1948,2002,Became part of,731
7311,Sinuiju,2002,2020,Became dependency of,731
7312,Kumgangsan,1816,1948,Became part of,730
7312,Kumgangsan,1948,1998,Became part of,731
7312,Kumgangsan,1998,2020,Became dependency of,731
7330,Korean Demilitarized Zone,1945,1953,Became part of,731
7330,Korean Demilitarized Zone,1953,2020,Became neutral or demilitarized zone of,731
7330,Korean Demilitarized Zone,1953,2020,Became neutral or demilitarized zone of,732
7351,Southern Sakhalin I.,1816,1845,Became discovered,
7351,Southern Sakhalin I.,1845,1875,Claimed by,740
7351,Southern Sakhalin I.,1853,1875,Claimed by,365
7351,Southern Sakhalin I.,1875,1905,Became part of,365
7351,Southern Sakhalin I.,1905,1946,Became colony of,740
7351,Southern Sakhalin I.,1946,2020,Became part of,365
7352,Vladivostok,1816,1860,Became part of,710
7352,Vladivostok,1860,1917,Became part of,365
7352,Vladivostok,1917,1922,Occupied by,740
7352,Vladivostok,1922,2020,Became part of,365
7360,Tuvan People's Republic,1816,1912,Became part of,710
7360,Tuvan People's Republic,1912,1914,Unknown,
7360,Tuvan People's Republic,1914,1921,Became protectorate of,365
7360,Tuvan People's Republic,1921,1944,Sovereign (unrecognized),
7360,Tuvan People's Republic,1944,2020,Became part of,365
7399,Takeshima (Dokdo) I.,1905,1954,Became part of,740
7399,Takeshima (Dokdo) I.,1954,2020,Occupied by,732
7399,Takeshima (Dokdo) I.,1954,2020,Claimed by,740
7411,Bonin Is.,1816,1827,Became discovered,
7411,Bonin Is.,1827,1862,Occupied by,2
7411,Bonin Is.,1862,1876,Occupied by,740
7411,Bonin Is.,1876,1945,Became part of,740
7411,Bonin Is.,1945,1968,Occupied by,2
7411,Bonin Is.,1968,2020,Became part of,740
7412,Volcano Is.,1816,1891,Became discovered,
7412,Volcano Is.,1891,1945,Became part of,740
7412,Volcano Is.,1945,1968,Occupied by,2
7412,Volcano Is.,1968,2020,Became part of,740
7413,Marcus I.,1816,1898,Became discovered,
7413,Marcus I.,1898,1945,Became part of,740
7413,Marcus I.,1945,1968,Occupied by,2
7413,Marcus I.,1968,2020,Became part of,740
7414,Parece Vela I.,1816,1931,Became discovered,
7414,Parece Vela I.,1931,1945,Became part of,740
7414,Parece Vela I.,1945,1968,Occupied by,2
7414,Parece Vela I.,1968,2020,Became part of,740
7415,Tsushima Is.,1816,1861,Became part of,740
7415,Tsushima Is.,1861,1861,Occupied by,365
7415,Tsushima Is.,1861,2020,Became part of,740
7415,Tsushima Is.,1948,1949,Claimed by,732
7500,Andaman and Nicobar Is.,1872,1942,Became part of,750
7500,Andaman and Nicobar Is.,1942,1945,Occupied by,740
7500,Andaman and Nicobar Is.,1945,1950,Occupied by,200
7500,Andaman and Nicobar Is.,1950,2020,Became part of,750
7501,Andaman Is.,1816,1872,Became colony of,200
7501,Andaman Is.,1872,2020,Became part of,7500
7502,Nicobar Is.,1816,1845,Became part of,7504
7502,Nicobar Is.,1845,1869,Became possession of,390
7502,Nicobar Is.,1869,1872,Became part of,750
7502,Nicobar Is.,1872,2020,Became part of,7500
7503,Coromandel Coast Posts,1816,1818,Occupied by,200
7503,Coromandel Coast Posts,1818,1825,Became colony of,210
7503,Coromandel Coast Posts,1825,1947,Became part of,750
7503,Coromandel Coast Posts,1947,2020,Became part of,750
7504,Tranquebar and Serampore,1816,1845,Became colony of,390
7504,Tranquebar and Serampore,1845,1947,Became part of,750
7504,Tranquebar and Serampore,1947,2020,Became part of,750
7505,Hyderabad,1816,1948,Became vassal of,750
7505,Hyderabad,1948,2020,Became part of,750
7507,Kashmir,1816,1819,Became part of,700
7507,Kashmir,1819,1846,Became part of,7691
7507,Kashmir,1846,1947,Became vassal of,750
7507,Kashmir,1947,2020,Became part of,750
7507,Kashmir,1947,1947,Dissolved into,7708
7507,Kashmir,1947,1947,Dissolved into,7709
7511,Bikaner,1816,1947,Became vassal of,750
7511,Bikaner,1947,2020,Became part of,750
7512,Jaipur,1816,1818,Sovereign (unrecognized),
7512,Jaipur,1818,1947,Became vassal of,750
7512,Jaipur,1947,2020,Became part of,750
7513,Udaipur,1816,1818,Became part of,7589
7513,Udaipur,1818,1949,Became vassal of,750
7513,Udaipur,1949,2020,Became part of,750
7514,Kishangarh,1816,1818,Sovereign (unrecognized),
7514,Kishangarh,1818,1948,Became vassal of,750
7514,Kishangarh,1948,2020,Became part of,750
7515,Lawa,1816,1817,Became part of,7512
7515,Lawa,1817,1867,Became vassal of,7527
7515,Lawa,1867,1947,Became vassal of,750
7515,Lawa,1947,2020,Became part of,750
7516,Jodhpur,1816,1818,Sovereign (unrecognized),
7516,Jodhpur,1818,1947,Became vassal of,750
7516,Jodhpur,1947,2020,Became part of,750
7517,Jaisalmer,1816,1818,Sovereign (unrecognized),
7517,Jaisalmer,1818,1947,Became vassal of,750
7517,Jaisalmer,1947,2020,Became part of,750
7518,Dholpur,1816,1949,Became part of,750
7518,Dholpur,1949,2020,Became part of,750
7519,Karauli,1816,1817,Became part of,7589
7519,Karauli,1817,1949,Became vassal of,750
7519,Karauli,1949,2020,Became part of,750
7521,Kotah,1816,1817,Sovereign (unrecognized),
7521,Kotah,1817,1947,Became vassal of,750
7521,Kotah,1947,2020,Became part of,750
7522,Banswara,1816,1818,Sovereign (unrecognized),
7522,Banswara,1818,1949,Became vassal of,750
7522,Banswara,1949,2020,Became part of,750
7523,Dungarpur,1816,1818,Sovereign (unrecognized),
7523,Dungarpur,1818,1947,Became vassal of,750
7523,Dungarpur,1947,2020,Became part of,750
7524,Dartabgarh,1818,1947,Became part of,750
7524,Dartabgarh,1947,2020,Became part of,750
7525,Kushalgar,1816,1818,Unknown,
7525,Kushalgar,1818,1947,Became part of,750
7525,Kushalgar,1947,2020,Became part of,750
7526,Bundi,1816,1817,Became vassal of,7589
7526,Bundi,1818,1949,Became vassal of,750
7526,Bundi,1949,2020,Became part of,750
7527,Tonk,1816,1817,Became part of,7512
7527,Tonk,1817,1947,Became vassal of,750
7527,Tonk,1947,2020,Became part of,750
7528,Pratapgarh,1816,1818,Unknown,
7528,Pratapgarh,1818,1947,Became vassal of,750
7528,Pratapgarh,1947,2020,Became part of,750
7529,Shahpura,1816,1818,Unknown,
7529,Shahpura,1818,1949,Became vassal of,750
7529,Shahpura,1949,2020,Became part of,750
7531,Kathiawar,1819,1948,Became vassal of,750
7531,Kathiawar,1948,2020,Became part of,750
7532,Holkar (Indore),1816,1818,Became part of,7589
7532,Holkar (Indore),1818,1950,Became vassal of,750
7532,Holkar (Indore),1950,2020,Became part of,750
7533,Bhopal,1816,1818,Became part of,7589
7533,Bhopal,1818,1947,Became vassal of,750
7533,Bhopal,1947,1949,Unknown,
7533,Bhopal,1949,2020,Became part of,750
7534,Dhar,1816,1819,Became part of,7589
7534,Dhar,1819,1947,Became vassal of,750
7534,Dhar,1947,2020,Became part of,750
7535,Dewas,1816,1818,Became part of,7589
7535,Dewas,1818,1947,Became vassal of,750
7535,Dewas,1947,2020,Became part of,750
7536,Taraon,1816,1896,Became part of,7549
7536,Taraon,1896,1931,Became part of,7548
7536,Taraon,1931,1948,Became part of,7549
7536,Taraon,1948,2020,Became part of,750
7537,Samptar (Datia),1816,1947,Became vassal of,750
7537,Samptar (Datia),1948,1950,Unknown,
7537,Samptar (Datia),1950,2020,Became part of,750
7538,Rewa,1816,1947,Became vassal of,750
7538,Rewa,1947,2020,Became part of,750
7539,Sawantwadi,1816,1948,Became vassal of,750
7539,Sawantwadi,1948,2020,Became part of,750
7541,Bilaspur,1816,1948,Became vassal of,750
7541,Bilaspur,1948,2020,Became part of,750
7542,Loharu,1816,1947,Became vassal of,750
7542,Loharu,1947,2020,Became part of,750
7543,Malerkotla,1816,1948,Became vassal of,750
7543,Malerkotla,1948,2020,Became part of,750
7544,Sirmur,1816,1948,Became vassal of,750
7544,Sirmur,1948,2020,Became part of,750
7545,Suket,1816,1948,Became vassal of,750
7545,Suket,1948,2020,Became part of,750
7546,Garwahl,1816,1949,Became vassal of,750
7546,Garwahl,1949,2020,Became part of,750
7548,Bagelkhand,1871,1933,Became vassal of,750
7549,Bundelkhand,1816,1948,Became vassal of,750
7549,Bundelkhand,1948,2020,Became part of,750
7551,Malwa,1816,1818,Became part of,7532
7551,Malwa,1818,1947,Became part of,750
7551,Malwa,1947,2020,Became part of,750
7552,Khairpur,1816,1838,Sovereign (unrecognized),
7552,Khairpur,1838,1947,Became vassal of,750
7552,Khairpur,1947,2020,Became part of,770
7553,Idar,1816,1947,Became vassal of,750
7553,Idar,1947,2020,Became part of,750
7554,Saugor,1816,1818,Became part of,7589
7554,Saugor,1818,1950,Became part of,750
7554,Saugor,1950,2020,Became part of,750
7555,Damoh,1816,1818,Became part of,7589
7555,Damoh,1818,1947,Became part of,750
7555,Damoh,1947,2020,Became part of,750
7556,Berar,1816,1853,Became part of,7505
7556,Berar,1853,1947,Became part of,750
7556,Berar,1947,2020,Became part of,750
7557,Khandesh,1816,1818,Became part of,7589
7557,Khandesh,1818,1947,Became part of,750
7557,Khandesh,1947,2020,Became part of,750
7558,Nasik,1816,1818,Became part of,7589
7558,Nasik,1818,1947,Became part of,750
7558,Nasik,1947,2020,Became part of,750
7559,Ahmadnagar,1816,1817,Became part of,7589
7559,Ahmadnagar,1817,1947,Became part of,750
7559,Ahmadnagar,1947,2020,Became part of,750
7561,Poona,1816,1818,Became part of,7589
7561,Poona,1818,1947,Became part of,750
7561,Poona,1947,2020,Became part of,750
7562,Sholapur,1816,1818,Became part of,7589
7562,Sholapur,1818,1947,Became part of,750
7562,Sholapur,1947,2020,Became part of,750
7563,Ratnagiri,1816,1818,Became part of,7589
7563,Ratnagiri,1818,1947,Became part of,750
7563,Ratnagiri,1947,2020,Became part of,750
7564,Bijapur,1816,1818,Became part of,7589
7564,Bijapur,1818,1947,Became part of,7578
7564,Bijapur,1947,2020,Became part of,750
7566,Travancore,1816,1949,Became part of,750
7566,Travancore,1949,2020,Became part of,750
7570,Junagadh,1816,1948,Became vassal of,750
7570,Junagadh,1948,2020,Became part of,750
7571,Sirohi,1816,1823,Sovereign (unrecognized),
7571,Sirohi,1823,1949,Became part of,750
7571,Sirohi,1949,2020,Became part of,750
7572,Assam,1816,1826,Sovereign (unrecognized),
7572,Assam,1826,1947,Became part of,750
7572,Assam,1947,2020,Became part of,750
7573,Kapurthala,1816,1947,Became vassal of,750
7573,Kapurthala,1947,2020,Became part of,750
7574,Chota Nagpur,1816,1947,Became vassal of,750
7574,Chota Nagpur,1947,2020,Became part of,750
7575,Kodagu (Coorg),1816,1834,Became vassal of,750
7575,Kodagu (Coorg),1834,1950,Became part of,750
7575,Kodagu (Coorg),1950,2020,Became part of,750
7576,Karnal,1816,1947,Became part of,750
7576,Karnal,1947,2020,Became part of,750
7577,Sambalpur,1816,1817,Became part of,7589
7577,Sambalpur,1817,1947,Became vassal of,750
7577,Sambalpur,1947,2020,Became part of,750
7578,Satara,1816,1818,Unknown,
7578,Satara,1818,1947,Became part of,750
7578,Satara,1947,2020,Became part of,750
7579,Gwalior (Sindhia),1816,1948,Became vassal of,750
7579,Gwalior (Sindhia),1948,2020,Became part of,750
7581,Jhansi,1816,1853,Became vassal of,750
7581,Jhansi,1853,1858,Became part of,750
7581,Jhansi,1858,2020,Became part of,7579
7582,Rampur,1816,1947,Became vassal of,750
7582,Rampur,1947,2020,Became part of,750
7583,Jubbulpore,1816,1818,Became part of,7589
7583,Jubbulpore,1818,1861,Became part of,750
7583,Jubbulpore,1861,2020,Became part of,7556
7584,Balaghat,1816,1818,Became part of,7589
7584,Balaghat,1818,1854,Became vassal of,750
7584,Balaghat,1854,2020,Became part of,750
7585,Nagpur,1816,1818,Became part of,7589
7585,Nagpur,1818,1854,Became vassal of,750
7585,Nagpur,1854,1947,Became part of,750
7585,Nagpur,1947,2020,Became part of,750
7586,Oudh,1816,1856,Became vassal of,750
7586,Oudh,1856,1947,Became part of,750
7587,Manipur,1816,1824,Occupied by,775
7587,Manipur,1824,1947,Became vassal of,750
7587,Manipur,1947,2020,Became part of,750
7588,Baluchistan (Kalat),1816,1839,Sovereign (unrecognized),
7588,Baluchistan (Kalat),1839,1947,Became vassal of,750
7588,Baluchistan (Kalat),1947,1955,Became vassal of,770
7588,Baluchistan (Kalat),1955,2020,Became part of,770
7589,Maratha Empire,1816,1818,Sovereign (unrecognized),
7691,Lahore (Sikh Empire),1816,1849,Sovereign (unrecognized),
7691,Lahore (Sikh Empire),1849,1947,Became part of,750
7691,Lahore (Sikh Empire),1947,2020,Became part of,770
7692,Peshawar,1816,1818,Became part of,700
7692,Peshawar,1818,1834,Became part of,7691
7692,Peshawar,1834,1947,Became part of,750
7692,Peshawar,1947,2020,Became part of,770
7693,Sindh,1816,1843,Sovereign (unrecognized),
7693,Sindh,1843,1947,Became part of,750
7693,Sindh,1947,2020,Became part of,770
7694,Bahawalpur,1816,1833,Sovereign (unrecognized),
7694,Bahawalpur,1833,1947,Became vassal of,750
7694,Bahawalpur,1947,1955,Became vassal of,770
7694,Bahawalpur,1955,2020,Became part of,770
7701,Swat,1849,1947,Became vassal of,750
7701,Swat,1947,1969,Became vassal of,770
7701,Swat,1969,1969,Dissolved into,770
7702,Hunza,1816,1847,Sovereign (unrecognized),
7702,Hunza,1847,1891,Became vassal of,710
7702,Hunza,1891,1947,Became vassal of,750
7702,Hunza,1947,1974,Became vassal of,770
7702,Hunza,1974,1974,Dissolved into,770
7703,Nagar,1816,1891,Sovereign (unrecognized),
7703,Nagar,1891,1947,Became vassal of,750
7703,Nagar,1947,1974,Became vassal of,770
7703,Nagar,1974,1974,Dissolved into,770
7704,Chitral,1816,1895,Sovereign (unrecognized),
7704,Chitral,1895,1947,Became vassal of,750
7704,Chitral,1947,1969,Became vassal of,770
7704,Chitral,1969,1969,Dissolved into,770
7705,Dir,1816,1895,Unknown,
7705,Dir,1895,1948,Became vassal of,750
7705,Dir,1948,1969,Became vassal of,770
7705,Dir,1969,1969,Dissolved into,770
7706,Amb,1816,1845,Sovereign (unrecognized),
7706,Amb,1845,1948,Became vassal of,750
7706,Amb,1948,1969,Became vassal of,770
7706,Amb,1969,1969,Dissolved into,770
7707,Gwadar,1816,1958,Became possession of,698
7707,Gwadar,1958,2020,Became part of,770
7708,Azad Kashmir,1816,1947,Became part of,7507
7708,Azad Kashmir,1947,1949,Occupied by,770
7708,Azad Kashmir,1949,2020,Became protectorate of,770
7709,Gilgit Baltistan (Northern Areas),1816,1842,Sovereign (unrecognized),
7709,Gilgit Baltistan (Northern Areas),1842,1846,Became part of,7691
7709,Gilgit Baltistan (Northern Areas),1846,1947,Became part of,7507
7709,Gilgit Baltistan (Northern Areas),1947,1949,Occupied by,770
7709,Gilgit Baltistan (Northern Areas),1949,2020,Became protectorate of,770
7712,Tin Bigha,1947,1992,Became part of,750
7712,Tin Bigha,1992,2020,Leased to,771
7746,Bawlake,1816,2020,Became part of,7798
7747,Kyebogyi,1816,2020,Became part of,7798
7748,Naungpale,1816,2020,Became part of,7798
7749,Nammekon,1816,2020,Became part of,7798
7750,Hsenwi,1816,1888,Became vassal of,775
7750,Hsenwi,1888,1888,Dissolved into,7753
7750,Hsenwi,1888,1888,Dissolved into,7754
7751,Hsipaw,1816,1887,Became vassal of,775
7751,Hsipaw,1887,1948,Became protectorate of,200
7751,Hsipaw,1948,1959,Became part of,775
7751,Hsipaw,1959,2020,Became part of,775
7752,Tawngpeng,1816,1887,Became vassal of,775
7752,Tawngpeng,1887,1948,Became protectorate of,200
7752,Tawngpeng,1948,1959,Became part of,775
7752,Tawngpeng,1959,2020,Became part of,775
7753,North Hsenwi,1888,1948,Became protectorate of,200
7753,North Hsenwi,1948,1959,Became part of,775
7753,North Hsenwi,1959,2020,Became part of,775
7754,South Hsenwi,1888,1948,Became protectorate of,200
7754,South Hsenwi,1948,1959,Became part of,775
7754,South Hsenwi,1959,2020,Became part of,775
7755,Mang Lon,1816,1888,Became vassal of,7750
7755,Mang Lon,1888,1959,Became part of,775
7755,Mang Lon,1959,2020,Became part of,775
7756,Hsamonghkam,1816,1887,Became vassal of,775
7756,Hsamonghkam,1887,1948,Became protectorate of,200
7756,Hsamonghkam,1948,1959,Became part of,775
7756,Hsamonghkam,1959,2020,Became part of,775
7757,Kyawkku,1816,1887,Became vassal of,775
7757,Kyawkku,1887,1922,Became protectorate of,200
7757,Kyawkku,1922,1922,Dissolved into,7769
7758,Kyong,1816,1886,Became vassal of,775
7758,Kyong,1886,1948,Became protectorate of,200
7758,Kyong,1948,2020,Became part of,775
7759,Loi Ai,1816,1930,Became part of,7771
7759,Loi Ai,1930,1930,Dissolved into,7756
7760,Loi Long,1816,1887,Became vassal of,775
7760,Loi Long,1887,1948,Became protectorate of,200
7760,Loi Long,1948,2020,Became part of,775
7761,Loi Maw,1816,1887,Became part of,7771
7761,Loi Maw,1887,1948,Became protectorate of,200
7761,Loi Maw,1948,2020,Became part of,775
7762,Maw,1816,1887,Became vassal of,775
7762,Maw,1887,1934,Became protectorate of,200
7762,Maw,1934,1934,Dissolved into,7756
7763,Mawnang,1816,1887,Became part of,7771
7763,Mawnang,1887,1948,Became protectorate of,200
7763,Mawnang,1948,2020,Became part of,775
7764,Mawson,1816,1887,Became part of,7771
7764,Mawson,1887,1948,Became protectorate of,200
7764,Mawson,1948,2020,Became part of,775
7765,Namhkam,1816,1960,Became part of,710
7765,Namhkam,1960,2020,Became part of,775
7766,Namtok,1816,1887,Became vassal of,775
7766,Namtok,1887,1931,Became protectorate of,200
7766,Namtok,1931,2020,Became part of,7760
7767,Pangmi,1816,1887,Became vassal of,775
7767,Pangmi,1887,1948,Became protectorate of,200
7767,Pangmi,1948,2020,Became part of,775
7768,Pangtara,1816,1887,Became vassal of,775
7768,Pangtara,1887,1948,Became protectorate of,200
7768,Pangtara,1948,2020,Became part of,775
7769,Pwehla,1816,1887,Became vassal of,775
7769,Pwehla,1887,1948,Became protectorate of,200
7769,Pwehla,1948,2020,Became part of,775
7770,Yengan,1816,1887,Became vassal of,775
7770,Yengan,1887,1948,Became protectorate of,200
7770,Yengan,1948,2020,Became part of,775
7771,Yawnghwe,1816,1887,Became vassal of,775
7771,Yawnghwe,1887,1948,Became protectorate of,200
7771,Yawnghwe,1948,1959,Became part of,775
7771,Yawnghwe,1959,2020,Became part of,775
7772,Lawksawk,1816,1881,Became vassal of,775
7772,Lawksawk,1881,1886,Occupied by,7771
7772,Lawksawk,1886,1948,Became protectorate of,200
7772,Lawksawk,1948,1959,Became part of,775
7772,Lawksawk,1959,2020,Became part of,775
7773,Wanyin,1816,1887,Became vassal of,775
7773,Wanyin,1887,1948,Became protectorate of,200
7773,Wanyin,1948,2020,Became part of,775
7774,Samka,1816,1887,Became vassal of,775
7774,Samka,1872,1872,Occupied by,7750
7774,Samka,1887,1948,Became protectorate of,200
7774,Samka,1948,2020,Became part of,775
7775,Hsahtung,1816,1887,Became vassal of,775
7775,Hsahtung,1887,1948,Became protectorate of,200
7775,Hsahtung,1948,2020,Became part of,775
7776,Hopong,1816,1887,Became vassal of,775
7776,Hopong,1887,1948,Became protectorate of,200
7776,Hopong,1948,2020,Became part of,775
7777,Namhkok,1816,1887,Became vassal of,775
7777,Namhkok,1887,1948,Became protectorate of,200
7777,Namhkok,1948,2020,Became part of,775
7778,Mong Pai,1816,1887,Became vassal of,775
7778,Mong Pai,1887,1948,Became protectorate of,200
7778,Mong Pai,1948,2020,Became part of,775
7779,Nawng Wawn,1816,1887,Became vassal of,775
7779,Nawng Wawn,1887,1948,Became protectorate of,200
7779,Nawng Wawn,1948,2020,Became part of,775
7780,Sa-koi,1816,1887,Became vassal of,775
7780,Sa-koi,1887,1948,Became protectorate of,200
7780,Sa-koi,1948,2020,Became part of,775
7781,Lai Hka,1816,1888,Became part of,7750
7781,Lai Hka,1888,1948,Became protectorate of,200
7781,Lai Hka,1948,2020,Became part of,775
7782,Mong Kung,1835,1887,Became vassal of,7750
7782,Mong Kung,1887,1948,Became protectorate of,200
7782,Mong Kung,1948,1959,Became part of,775
7782,Mong Kung,1959,2020,Became part of,775
7783,Mong Nai,1816,1887,Became vassal of,775
7783,Mong Nai,1887,1948,Became protectorate of,200
7783,Mong Nai,1948,1959,Became part of,775
7783,Mong Nai,1959,2020,Became part of,775
7784,Mawkmai,1816,1887,Became vassal of,775
7784,Mawkmai,1887,1948,Became protectorate of,200
7784,Mawkmai,1948,1959,Became part of,775
7784,Mawkmai,1959,2020,Became part of,775
7785,Mong Pawn,1816,1887,Became vassal of,7783
7785,Mong Pawn,1887,1948,Became protectorate of,200
7785,Mong Pawn,1948,1959,Became part of,775
7785,Mong Pawn,1959,2020,Became part of,775
7786,Mong Sit,1816,1887,Became vassal of,775
7786,Mong Sit,1887,1948,Became protectorate of,200
7786,Mong Sit,1948,1959,Became part of,775
7786,Mong Sit,1959,2020,Became part of,775
7787,Mong Pan,1816,1887,Became vassal of,775
7787,Mong Pan,1887,1948,Became protectorate of,200
7787,Mong Pan,1948,1959,Became part of,775
7787,Mong Pan,1959,2020,Became part of,775
7788,Kenghkam,1816,1870,Became vassal of,775
7788,Kenghkam,1870,1882,Occupied by,7783
7788,Kenghkam,1882,1882,Dissolved into,7783
7789,Mong Nawng,1816,1851,Became part of,7750
7789,Mong Nawng,1851,1887,Became vassal of,775
7789,Mong Nawng,1887,1948,Became protectorate of,200
7789,Mong Nawng,1948,1959,Became part of,775
7789,Mong Nawng,1959,2020,Became part of,775
7790,Kehsi Mansam,1816,1860,Became part of,7750
7790,Kehsi Mansam,1860,1887,Became vassal of,775
7790,Kehsi Mansam,1887,1948,Became protectorate of,200
7790,Kehsi Mansam,1948,1959,Became part of,775
7790,Kehsi Mansam,1959,2020,Became part of,775
7791,Keng Lon,1816,1857,Became part of,7750
7791,Keng Lon,1857,1887,Became vassal of,775
